symbol	overallAssociationScore	geneticAssociations	somaticMutations	drugs	pathwaysSystemsBiology	textMining	rnaExpression	animalModels	targetName
BBS9	0.38840902433125063	0.607930797611621	No data	No data	No data	0.45387100131687613	No data	0.37255519104634166	Bardet-Biedl syndrome 9
PDE10A	0.3882392704230976	No data	No data	0.607930797611621	No data	0.20633846749602436	No data	0.5221604548931529	phosphodiesterase 10A
BBS4	0.38745472581070683	0.607930797611621	No data	No data	No data	0.42785358994531125	No data	0.36045567947721036	Bardet-Biedl syndrome 4
GGCT	0.3873461911145261	0.6371550719856501	No data	No data	No data	No data	No data	No data	gamma-glutamylcyclotransferase
F10	0.3872017767557872	No data	No data	0.6231290675519116	No data	0.27576907558886443	No data	No data	coagulation factor X
PDE6B	0.38660563721005525	No data	No data	0.607930797611621	No data	0.030396539880581056	No data	0.5466128153943299	phosphodiesterase 6B
BBS10	0.3860385456963849	0.607930797611621	No data	No data	No data	0.38949674926556194	No data	0.34193067711665626	Bardet-Biedl syndrome 10
SNRPN	0.38499756787710065	0.607930797611621	No data	No data	No data	0.5072193497342282	No data	No data	small nuclear ribonucleoprotein polypeptide N
SDCCAG8	0.38453936463113053	0.607930797611621	No data	No data	No data	0.19979611391770988	No data	0.40334688594537027	SHH signaling and ciliogenesis regulator SDCCAG8
NPR1	0.3830606663182887	No data	No data	0.6147700190847518	No data	0.06527477730729635	No data	0.2777027883489885	natriuretic peptide receptor 1
BBS12	0.3823789468747508	0.607930797611621	No data	No data	No data	0.03858671868173762	No data	0.40392104280978125	Bardet-Biedl syndrome 12
MKS1	0.38217179964755715	0.607930797611621	No data	No data	No data	0.024317231904464845	No data	0.40344820774497225	MKS transition zone complex subunit 1
NOS1	0.381962156106111	No data	No data	0.607930797611621	No data	0.07958882691309777	No data	0.3719861002719108	nitric oxide synthase 1
MKKS	0.38047459826443275	0.607930797611621	No data	No data	No data	0.19679796414943398	No data	0.2709547564954995	MKKS centrosomal shuttling protein
HTR5A	0.38034756352656607	No data	No data	0.607930797611621	No data	0.3542412683867115	No data	No data	5-hydroxytryptamine receptor 5A
BBS7	0.3796330883256927	0.607930797611621	No data	No data	No data	0.11166506664463456	No data	0.2811072008156136	Bardet-Biedl syndrome 7
PGR	0.3792075044472304	No data	No data	0.607930797611621	No data	0.11367485947547984	No data	0.26621289627412886	progesterone receptor
HTR1B	0.3786345611244769	No data	No data	0.6216092405578825	No data	0.024317231904464845	No data	No data	5-hydroxytryptamine receptor 1B
SLC6A14	0.37737654194613696	No data	No data	No data	0.607930797611621	0.2564991703682738	No data	No data	solute carrier family 6 member 14
PDE6A	0.37729483415124493	No data	No data	0.607930797611621	No data	No data	No data	0.2538111080028518	phosphodiesterase 6A
PDE1B	0.3732756532315488	No data	No data	0.607930797611621	No data	0.12158615952232422	No data	No data	phosphodiesterase 1B
MKKS	0.37280861607008703	0.607930797611621	No data	No data	No data	0.10622134618183764	No data	No data	MKKS centrosomal shuttling protein 
MKKS	0.37280861607008703	0.607930797611621	No data	No data	No data	0.10622134618183764	No data	No data	MKKS centrosomal shuttling protein 
CHRM1	0.3727224609091495	No data	No data	0.607930797611621	No data	0.1033869722275649	No data	No data	cholinergic receptor muscarinic 1
PDE6D	0.37235170359483705	No data	No data	0.607930797611621	No data	0.09118961964174316	No data	No data	phosphodiesterase 6D
NISCH	0.37180759991988455	No data	No data	0.607930797611621	No data	0.07328943504540099	No data	No data	nischarin
ARL6	0.3716972392688329	0.607930797611621	No data	No data	No data	0.06965873722633158	No data	No data	ADP ribosylation factor like GTPase 6
HTR1A	0.3716510417869973	No data	No data	0.607930797611621	No data	0.06813891023230254	No data	No data	5-hydroxytryptamine receptor 1A
HTR4	0.37156634640363206	No data	No data	0.607930797611621	No data	0.06535256074324927	No data	No data	5-hydroxytryptamine receptor 4
PDE8B	0.3713353589944541	No data	No data	0.607930797611621	No data	0.057753425773104	No data	No data	phosphodiesterase 8B
SIGMAR1	0.3709349808185457	No data	No data	0.607930797611621	No data	0.044581591824852204	No data	No data	sigma non-opioid intracellular receptor 1
HTR2B	0.37082205364072535	No data	No data	0.607930797611621	No data	0.04086645917278119	No data	No data	5-hydroxytryptamine receptor 2B
PHIP	0.370637263713383	0.607930797611621	No data	No data	No data	0.034787151196664985	No data	No data	pleckstrin homology domain interacting protein
HTR6	0.37058849970477875	No data	No data	0.607930797611621	No data	0.033182889369634316	No data	No data	5-hydroxytryptamine receptor 6
PDE1C	0.37031901439407117	No data	No data	0.607930797611621	No data	0.024317231904464845	No data	No data	phosphodiesterase 1C
PDE1A	0.37031901439407117	No data	No data	0.607930797611621	No data	0.024317231904464845	No data	No data	phosphodiesterase 1A
PDE6C	0.37031901439407117	No data	No data	0.607930797611621	No data	0.024317231904464845	No data	No data	phosphodiesterase 6C
BBS5	0.3703138813405339	0.607930797611621	No data	No data	No data	0.024148362238461615	No data	No data	Bardet-Biedl syndrome 5
PDE9A	0.37013422446672883	No data	No data	0.607930797611621	No data	0.01823792392834863	No data	No data	phosphodiesterase 9A
HTR1E	0.3695798546847018	No data	No data	0.607930797611621	No data	No data	No data	No data	5-hydroxytryptamine receptor 1E
HTR1F	0.3695798546847018	No data	No data	0.607930797611621	No data	No data	No data	No data	5-hydroxytryptamine receptor 1F
HTR3C	0.3695798546847018	No data	No data	0.607930797611621	No data	No data	No data	No data	5-hydroxytryptamine receptor 3C
CACNA2D1	0.3695798546847018	No data	No data	0.607930797611621	No data	No data	No data	No data	calcium voltage-gated channel auxiliary subunit alpha2delta 1
HTR7	0.3695798546847018	No data	No data	0.607930797611621	No data	No data	No data	No data	5-hydroxytryptamine receptor 7
HTR3D	0.3695798546847018	No data	No data	0.607930797611621	No data	No data	No data	No data	5-hydroxytryptamine receptor 3D
PDE2A	0.3695798546847018	No data	No data	0.607930797611621	No data	No data	No data	No data	phosphodiesterase 2A
HTR3E	0.3695798546847018	No data	No data	0.607930797611621	No data	No data	No data	No data	5-hydroxytryptamine receptor 3E
PDE7B	0.3695798546847018	No data	No data	0.607930797611621	No data	No data	No data	No data	phosphodiesterase 7B
PDE7A	0.3695798546847018	No data	No data	0.607930797611621	No data	No data	No data	No data	phosphodiesterase 7A
PDE8A	0.3695798546847018	No data	No data	0.607930797611621	No data	No data	No data	No data	phosphodiesterase 8A
PDE6H	0.3695798546847018	No data	No data	0.607930797611621	No data	No data	No data	No data	phosphodiesterase 6H
PDE6G	0.3695798546847018	No data	No data	0.607930797611621	No data	No data	No data	No data	phosphodiesterase 6G
HTR3B	0.3695798546847018	No data	No data	0.607930797611621	No data	No data	No data	No data	5-hydroxytryptamine receptor 3B
NPY5R	0.3662307506037336	No data	No data	0.565670129798399	No data	0.139094922845639	No data	0.6732129524486347	neuropeptide Y receptor Y5
LINGO2	0.36407284211433133	0.5969470659054708	No data	No data	No data	0.038502283848736	No data	No data	leucine rich repeat and Ig domain containing 2
MECP2	0.3637274215135303	0.5592963338026914	No data	No data	No data	0.5816178122723678	No data	0.44670442599619814	methyl-CpG binding protein 2
DNMT3A	0.3603899947209153	0.5592963338026914	No data	No data	No data	0.6703568396614542	No data	No data	DNA methyltransferase 3 alpha
POLG	0.35837665735635954	0.5592963338026914	No data	No data	No data	0.4863446380892969	No data	0.2649970346789056	DNA polymerase gamma, catalytic subunit
ETV5	0.355752535342565	0.5537628077747012	No data	No data	No data	0.48480118714476367	No data	0.3232368050900989	ETS variant transcription factor 5
BBIP1	0.3485379113802224	0.547137717850459	No data	No data	No data	0.03343619386863916	No data	0.5087530854980274	BBSome interacting protein 1
CASK	0.3479797600776544	0.5592963338026914	No data	No data	No data	No data	No data	0.26207896685036985	calcium/calmodulin dependent serine protein kinase
GNRHR	0.3468329969683816	No data	No data	0.5386942345502975	No data	0.05066089980096842	No data	0.6138782316816737	gonadotropin releasing hormone receptor
ABCC8	0.34357408274918233	0.5592963338026914	No data	No data	No data	0.11713887347853777	No data	No data	ATP binding cassette subfamily C member 8
KMT2D	0.34296497209386595	0.5592963338026914	No data	No data	No data	0.09710005795185614	No data	No data	lysine methyltransferase 2D
BRCA2	0.3413094683953055	0.5592963338026914	No data	No data	No data	0.042636500419832656	No data	No data	BRCA2 DNA repair associated
ZEB2	0.3403830461646103	0.5592963338026914	No data	No data	No data	0.012158615952232422	No data	No data	zinc finger E-box binding homeobox 2
SCAPER	0.3400134663099256	0.5592963338026914	No data	No data	No data	No data	No data	No data	S-phase cyclin A associated protein in the ER
MAP2K2	0.3400134663099256	0.5592963338026914	No data	No data	No data	No data	No data	No data	mitogen-activated protein kinase kinase 2
JAKMIP1	0.3400134663099256	0.5592963338026914	No data	No data	No data	No data	No data	No data	janus kinase and microtubule interacting protein 1
DDHD2	0.3400134663099256	0.5592963338026914	No data	No data	No data	No data	No data	No data	DDHD domain containing 2
KDM5C	0.3400134663099256	0.5592963338026914	No data	No data	No data	No data	No data	No data	lysine demethylase 5C
C4orf50	0.3400134663099256	0.5592963338026914	No data	No data	No data	No data	No data	No data	chromosome 4 open reading frame 50
MAF	0.3398296089203208	0.5487393486581515	No data	No data	No data	0.20509107399003682	No data	No data	MAF bZIP transcription factor
GRIN1	0.33832766886720966	No data	No data	0.5386942345502975	No data	No data	No data	0.35658180933909633	glutamate ionotropic receptor NMDA type subunit 1
GRIN3B	0.3361332884800192	No data	No data	0.5386942345502975	No data	No data	No data	0.2843900271227163	glutamate ionotropic receptor NMDA type subunit 3B
GRIN2A	0.3322471563080096	No data	No data	0.5386942345502975	No data	0.15654218038499243	No data	No data	glutamate ionotropic receptor NMDA type subunit 2A
TRIM66	0.329448100945275	0.5419171100388044	No data	No data	No data	No data	No data	No data	tripartite motif containing 66
GRIN2B	0.3285975552429981	No data	No data	0.5386942345502975	No data	0.03647584785669726	No data	No data	glutamate ionotropic receptor NMDA type subunit 2B
PAX5	0.3276187871776397	0.5326007457712922	No data	No data	No data	0.12614564050441138	No data	No data	paired box 5
GRIN3A	0.32748881567894406	No data	No data	0.5386942345502975	No data	No data	No data	No data	glutamate ionotropic receptor NMDA type subunit 3A
GRIN2C	0.32748881567894406	No data	No data	0.5386942345502975	No data	No data	No data	No data	glutamate ionotropic receptor NMDA type subunit 2C
GRIN2D	0.32748881567894406	No data	No data	0.5386942345502975	No data	No data	No data	No data	glutamate ionotropic receptor NMDA type subunit 2D
KCNMA1	0.31769430285818284	0.4835656724287087	No data	No data	No data	0.7803466451835072	No data	No data	potassium calcium-activated channel subfamily M alpha 1
GCGR	0.3118738047473018	No data	No data	0.4795682257929602	No data	0.4640240145374751	No data	0.4607685334856778	glucagon receptor
HS6ST3	0.3084838726218751	0.5049332752688463	No data	No data	No data	0.04998542113695551	No data	No data	heparan sulfate 6-O-sulfotransferase 3
KCNJ11	0.3028223900953953	No data	No data	0.4819202528400123	No data	0.10688572286384328	No data	0.27648692675376524	potassium inwardly rectifying channel subfamily J member 11
PTPRM	0.3005043632736045	0.49309099776146115	No data	No data	No data	0.024317231904464845	No data	No data	protein tyrosine phosphatase receptor type M
ADORA1	0.2968223242519181	No data	No data	0.48484962459721115	No data	0.06801120314885704	No data	No data	adenosine A1 receptor
ADORA3	0.2951245988577623	No data	No data	0.48484962459721115	No data	0.012158615952232422	No data	No data	adenosine A3 receptor
FAIM2	0.2944596565845375	0.4451144969700715	No data	No data	No data	0.784985577528514	No data	No data	Fas apoptotic inhibitory molecule 2
MSRA	0.29442315124067014	0.4515146894061807	No data	No data	No data	0.6557807584323742	No data	No data	methionine sulfoxide reductase A
METAP2	0.29380411791366245	No data	No data	0.47737765882452543	No data	0.11815611370933927	No data	No data	methionyl aminopeptidase 2
SPDYE18	0.29300545407732415	0.48197172314423825	No data	No data	No data	No data	No data	No data	speedy/RINGO cell cycle regulator family member E18
KCNJ8	0.29297416369422274	No data	No data	0.4819202528400123	No data	No data	No data	No data	potassium inwardly rectifying channel subfamily J member 8
CADM2	0.287869202398847	0.44852123404905575	No data	No data	No data	0.5000349019121786	No data	No data	cell adhesion molecule 2
XDH	0.2809639304043756	No data	No data	0.42555155832813474	No data	0.7322554544869102	No data	No data	xanthine dehydrogenase
GHRL	0.27613265461104397	0.4023319792526909	No data	No data	No data	0.9263865156409772	No data	0.2504674886159879	ghrelin and obestatin prepropeptide
POC5	0.2741760618810344	0.4500869065590778	No data	No data	No data	0.01823792392834863	No data	No data	POC5 centriolar protein
RPTOR	0.2717974584096883	0.4380748295022555	No data	No data	No data	0.1802270231522951	No data	No data	regulatory associated protein of MTOR complex 1
SLC22A8	0.2684997644284358	No data	No data	0.44074982826842524	No data	0.01823792392834863	No data	No data	solute carrier family 22 member 8
SLC22A11	0.26794539464640876	No data	No data	0.44074982826842524	No data	No data	No data	No data	solute carrier family 22 member 11
SLC22A6	0.26794539464640876	No data	No data	0.44074982826842524	No data	No data	No data	No data	solute carrier family 22 member 6
KCNH2	0.2672011018835021	0.4377101742803672	No data	No data	No data	0.03630697819069404	No data	No data	potassium voltage-gated channel subfamily H member 2
SKOR1	0.26713259144320106	0.43774101902438495	No data	No data	No data	0.03343619386863916	No data	No data	SKI family transcriptional corepressor 1
MYH9	0.2666518651550123	0.4377101742803672	No data	No data	No data	0.01823792392834863	No data	No data	myosin heavy chain 9
SMS	0.26609749537298527	0.4377101742803672	No data	No data	No data	No data	No data	No data	spermine synthase
HNF4G	0.2651134064579626	0.4128916014155571	No data	No data	No data	0.13526460246858568	No data	0.40387882539328046	hepatocyte nuclear factor 4 gamma
SLC35G5	0.264051196151297	0.434344167442537	No data	No data	No data	No data	No data	No data	solute carrier family 35 member G5
ARL14EP	0.2603690076253724	0.42555155832813474	No data	No data	No data	0.0547137717850459	No data	No data	ADP ribosylation factor like GTPase 14 effector protein
DNM1L	0.2602085997023322	0.42555155832813474	No data	No data	No data	0.04943659472244502	No data	No data	dynamin 1 like
FBXO11	0.25870589827929125	0.42555155832813474	No data	No data	No data	No data	No data	No data	F-box protein 11
